

Software Version	3.10.06



Experiment File Path:	C:\Users\yeung\OneDrive\Documents\aqib\platereader\168_antibiotic_11.19.22.xpt
Protocol File Path:	



Plate Number	Plate 1
Date	11/19/2022
Time	11:53:24 AM
Reader Type:	Synergy H1
Reader Serial Number:	21010726
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C
	Preheat before moving to next step
Start Kinetic	Runtime 28:00:00 (HH:MM:SS), Interval 0:05:00, 337 Reads
    Shake	Double Orbital: Continuous
	Frequency: 807 cpm (1 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
    Read	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 579,  Emission: 616
	    Optics: Bottom,  Gain: 70
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 7 mm
End Kinetic	

Read 1:600

Time	T° Read 1:600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
6:58:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	0.999	0.940	0.974	1.051	1.044	1.038	1.077	1.073	1.099	0.035	0.037	0.037	0.481	0.516	0.507	0.045	0.044	0.045	0.047	0.046	0.045	0.037	0.037	0.035	0.186	0.188	0.194	0.044	0.043	0.044	0.044	0.045	0.043	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:03:18	37.0	0.038	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.036	0.037	0.035	0.037	0.035	1.006	0.946	0.980	1.055	1.048	1.043	1.081	1.077	1.106	0.035	0.037	0.037	0.516	0.548	0.540	0.045	0.044	0.045	0.048	0.046	0.046	0.037	0.037	0.035	0.203	0.208	0.215	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:08:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.035	0.035	0.036	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.012	0.951	0.984	1.060	1.053	1.047	1.086	1.082	1.112	0.035	0.037	0.037	0.547	0.577	0.570	0.045	0.044	0.045	0.048	0.047	0.046	0.037	0.037	0.035	0.226	0.229	0.238	0.044	0.043	0.044	0.045	0.045	0.043	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:13:18	37.0	0.038	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.019	0.955	0.988	1.067	1.058	1.052	1.091	1.086	1.122	0.036	0.037	0.037	0.576	0.595	0.595	0.045	0.044	0.045	0.049	0.047	0.046	0.037	0.037	0.035	0.253	0.259	0.268	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:18:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.035	0.035	0.036	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.024	0.963	0.994	1.075	1.064	1.059	1.097	1.093	1.129	0.035	0.037	0.037	0.600	0.608	0.607	0.045	0.044	0.045	0.049	0.047	0.047	0.037	0.037	0.035	0.281	0.283	0.293	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.036	0.035	0.035	0.036	0.036	0.037	0.036	0.037	0.036	0.037	0.036	0.036
7:23:18	37.0	0.038	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.036	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.031	0.969	1.002	1.083	1.072	1.068	1.104	1.102	1.135	0.035	0.037	0.037	0.612	0.628	0.625	0.045	0.044	0.045	0.050	0.048	0.047	0.037	0.037	0.035	0.304	0.309	0.320	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:28:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.036	0.037	0.035	0.037	0.035	1.037	0.974	1.007	1.092	1.079	1.074	1.112	1.109	1.144	0.035	0.037	0.037	0.628	0.642	0.641	0.045	0.044	0.045	0.050	0.049	0.048	0.037	0.036	0.035	0.333	0.337	0.349	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:33:18	37.0	0.038	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.036	0.035	0.036	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.042	0.981	1.013	1.101	1.089	1.084	1.122	1.116	1.152	0.035	0.037	0.037	0.644	0.655	0.653	0.045	0.044	0.045	0.051	0.049	0.048	0.037	0.037	0.035	0.364	0.371	0.385	0.044	0.043	0.043	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.037	0.036
7:38:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.050	0.986	1.020	1.109	1.097	1.092	1.129	1.124	1.162	0.035	0.037	0.037	0.658	0.672	0.668	0.045	0.044	0.045	0.052	0.050	0.049	0.037	0.036	0.035	0.399	0.407	0.417	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:43:18	37.0	0.038	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.058	0.990	1.026	1.117	1.105	1.101	1.138	1.132	1.171	0.036	0.037	0.037	0.673	0.688	0.687	0.045	0.044	0.045	0.053	0.051	0.049	0.037	0.037	0.035	0.434	0.443	0.453	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037
7:48:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.070	0.998	1.030	1.128	1.115	1.111	1.145	1.143	1.181	0.035	0.037	0.037	0.693	0.706	0.704	0.045	0.044	0.045	0.054	0.051	0.050	0.037	0.037	0.035	0.465	0.472	0.485	0.044	0.043	0.044	0.045	0.045	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
7:53:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.080	1.002	1.039	1.136	1.123	1.121	1.154	1.151	1.189	0.035	0.037	0.037	0.710	0.722	0.721	0.045	0.044	0.045	0.055	0.052	0.051	0.037	0.037	0.035	0.497	0.509	0.522	0.044	0.043	0.044	0.045	0.046	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.036	0.037	0.036	0.036	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.037	0.036
7:58:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.092	1.009	1.045	1.148	1.133	1.131	1.163	1.159	1.198	0.036	0.037	0.037	0.727	0.736	0.735	0.045	0.044	0.045	0.057	0.054	0.052	0.037	0.037	0.035	0.534	0.544	0.558	0.044	0.043	0.044	0.045	0.046	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
8:03:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.102	1.017	1.054	1.157	1.144	1.140	1.172	1.169	1.208	0.035	0.037	0.037	0.742	0.750	0.749	0.045	0.044	0.045	0.059	0.055	0.053	0.037	0.037	0.035	0.568	0.578	0.592	0.044	0.043	0.044	0.046	0.046	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
8:08:18	37.0	0.038	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.111	1.024	1.063	1.164	1.154	1.149	1.182	1.176	1.217	0.036	0.037	0.037	0.756	0.763	0.762	0.045	0.044	0.045	0.060	0.057	0.054	0.037	0.037	0.035	0.602	0.612	0.619	0.044	0.043	0.044	0.046	0.046	0.044	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
8:13:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.035	0.036	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.120	1.032	1.071	1.173	1.168	1.162	1.190	1.185	1.226	0.035	0.037	0.037	0.770	0.775	0.775	0.045	0.044	0.045	0.063	0.058	0.056	0.037	0.037	0.035	0.621	0.625	0.629	0.044	0.043	0.043	0.046	0.046	0.045	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.037	0.036
8:18:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.128	1.039	1.081	1.186	1.176	1.170	1.199	1.194	1.232	0.035	0.037	0.037	0.784	0.789	0.785	0.045	0.044	0.045	0.065	0.060	0.058	0.037	0.037	0.035	0.632	0.638	0.648	0.044	0.043	0.044	0.046	0.046	0.045	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
8:23:18	37.1	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.137	1.049	1.089	1.193	1.184	1.178	1.208	1.201	1.242	0.035	0.037	0.037	0.797	0.800	0.798	0.045	0.044	0.045	0.069	0.063	0.059	0.037	0.037	0.035	0.651	0.655	0.664	0.044	0.043	0.044	0.046	0.047	0.045	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
8:28:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.144	1.058	1.101	1.201	1.190	1.184	1.214	1.210	1.248	0.036	0.037	0.037	0.810	0.812	0.810	0.045	0.044	0.045	0.072	0.065	0.061	0.037	0.037	0.035	0.669	0.673	0.683	0.044	0.043	0.044	0.047	0.047	0.045	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
8:33:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.153	1.066	1.113	1.207	1.196	1.192	1.222	1.219	1.254	0.035	0.037	0.037	0.820	0.823	0.821	0.045	0.044	0.045	0.076	0.068	0.063	0.037	0.037	0.035	0.688	0.691	0.704	0.044	0.043	0.043	0.047	0.047	0.045	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.037	0.036
8:38:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.161	1.082	1.125	1.213	1.203	1.198	1.230	1.226	1.261	0.035	0.037	0.037	0.833	0.835	0.833	0.045	0.044	0.045	0.080	0.072	0.066	0.037	0.037	0.035	0.709	0.712	0.724	0.044	0.043	0.044	0.048	0.048	0.046	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.037	0.036
8:43:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.168	1.099	1.141	1.215	1.209	1.203	1.233	1.232	1.267	0.035	0.037	0.037	0.845	0.846	0.844	0.045	0.044	0.045	0.085	0.076	0.069	0.037	0.037	0.035	0.728	0.731	0.741	0.044	0.043	0.043	0.048	0.048	0.046	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.036	0.037	0.036	0.037	0.036	0.036
8:48:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.179	1.106	1.151	1.219	1.215	1.207	1.240	1.239	1.273	0.035	0.037	0.037	0.857	0.857	0.854	0.045	0.044	0.045	0.092	0.080	0.072	0.037	0.037	0.035	0.746	0.750	0.759	0.044	0.043	0.044	0.049	0.048	0.046	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.036	0.037	0.036	0.037	0.037	0.036
8:53:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.183	1.118	1.157	1.226	1.218	1.211	1.246	1.246	1.277	0.035	0.037	0.037	0.871	0.870	0.865	0.045	0.044	0.045	0.098	0.085	0.076	0.037	0.037	0.035	0.763	0.766	0.775	0.044	0.043	0.044	0.049	0.049	0.046	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
8:58:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.035	0.036	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.188	1.126	1.166	1.231	1.222	1.214	1.254	1.253	1.284	0.035	0.037	0.037	0.883	0.881	0.877	0.045	0.044	0.045	0.105	0.091	0.081	0.037	0.037	0.035	0.781	0.782	0.791	0.044	0.043	0.043	0.050	0.050	0.047	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.036	0.037	0.036	0.037	0.036	0.036
9:03:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.192	1.136	1.172	1.240	1.227	1.222	1.260	1.259	1.290	0.035	0.037	0.037	0.895	0.894	0.889	0.045	0.044	0.045	0.115	0.098	0.085	0.037	0.036	0.035	0.797	0.799	0.806	0.044	0.043	0.043	0.051	0.050	0.047	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.036	0.037	0.036	0.037	0.037	0.036
9:08:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.198	1.144	1.178	1.245	1.234	1.229	1.266	1.265	1.294	0.035	0.037	0.037	0.907	0.905	0.901	0.045	0.044	0.045	0.125	0.105	0.092	0.037	0.037	0.035	0.812	0.814	0.822	0.044	0.043	0.044	0.052	0.051	0.048	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
9:13:18	37.1	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.206	1.153	1.182	1.251	1.240	1.236	1.274	1.271	1.299	0.035	0.037	0.037	0.919	0.917	0.912	0.045	0.044	0.045	0.137	0.114	0.098	0.037	0.037	0.035	0.827	0.829	0.837	0.044	0.043	0.043	0.052	0.052	0.049	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
9:18:18	37.0	0.038	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.211	1.158	1.183	1.257	1.246	1.242	1.279	1.276	1.303	0.036	0.037	0.037	0.931	0.928	0.923	0.045	0.044	0.045	0.151	0.125	0.106	0.037	0.037	0.035	0.845	0.845	0.853	0.044	0.043	0.044	0.053	0.052	0.049	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
9:23:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.216	1.164	1.182	1.263	1.253	1.247	1.283	1.281	1.309	0.036	0.037	0.037	0.942	0.938	0.933	0.045	0.044	0.045	0.166	0.136	0.115	0.037	0.037	0.035	0.861	0.862	0.869	0.044	0.043	0.043	0.054	0.053	0.050	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
9:28:18	37.1	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.035	0.037	0.037	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.035	1.222	1.165	1.189	1.270	1.259	1.253	1.289	1.287	1.311	0.035	0.037	0.037	0.952	0.950	0.943	0.045	0.044	0.045	0.181	0.149	0.124	0.037	0.037	0.035	0.878	0.878	0.883	0.044	0.043	0.044	0.056	0.055	0.051	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
9:33:18	37.0	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.227	1.172	1.197	1.274	1.264	1.259	1.294	1.292	1.315	0.035	0.037	0.037	0.963	0.959	0.953	0.046	0.044	0.045	0.199	0.164	0.137	0.037	0.037	0.035	0.893	0.894	0.899	0.044	0.043	0.043	0.058	0.056	0.052	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
9:38:18	37.0	0.038	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.036	0.035	0.036	0.036	0.037	0.037	0.036	0.035	0.037	0.036	0.036	0.037	0.037	0.035	0.037	0.035	1.233	1.178	1.205	1.280	1.270	1.266	1.298	1.298	1.320	0.035	0.037	0.037	0.974	0.969	0.964	0.045	0.044	0.045	0.218	0.180	0.150	0.037	0.037	0.035	0.908	0.908	0.913	0.044	0.043	0.043	0.059	0.058	0.053	0.037	0.036	0.037	0.037	0.037	0.036	0.035	0.035	0.035	0.035	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.036	0.036	0.037	0.037	0.036	0.036	0.037	0.035	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036
