

Software Version	3.10.06



Experiment File Path:	C:\Users\yeung\OneDrive\Documents\aqib\platereader\168_antibiotic_11.19.22.xpt
Protocol File Path:	



Plate Number	Plate 1
Date	11/19/2022
Time	11:53:24 AM
Reader Type:	Synergy H1
Reader Serial Number:	21010726
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C
	Preheat before moving to next step
Start Kinetic	Runtime 28:00:00 (HH:MM:SS), Interval 0:05:00, 337 Reads
    Shake	Double Orbital: Continuous
	Frequency: 807 cpm (1 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
    Read	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 579,  Emission: 616
	    Optics: Bottom,  Gain: 70
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 7 mm
End Kinetic	

Read 1:600

Time	T° Read 1:600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
6:19:09	37.0	0	1	1	1	2	0	0	3	3	0	2	2	2	3	0	0	4	1	1	3	1	2	5	1	1	3	5	6	7	6	5	6	7	6	2	2	1	9	7	3	5	8	8	6	6	4	1	3	3	2	5	7	7	6	10	2	7	7	2	1	2	1	2	3	2	1	0	0	3	0	2	2	2	1	0	0	3	0	1	1	2	0	0	0	0	1	1	0	0	1	0	0	1	5	1	0
6:24:09	37.0	1	0	0	2	2	4	3	0	0	0	1	3	1	3	0	4	1	3	2	0	0	0	1	2	0	6	8	8	7	6	6	8	5	8	2	1	2	6	6	6	6	6	5	3	4	4	2	0	0	4	3	6	6	8	5	6	2	4	1	2	0	3	1	0	2	2	1	0	0	4	0	2	0	1	2	3	1	1	2	2	3	2	1	2	0	0	1	1	7	3	1	1	1	2	2	0
6:29:09	37.0	0	2	1	0	2	1	1	0	0	0	3	0	1	4	2	3	0	1	3	2	4	6	1	0	2	1	5	9	5	5	4	7	2	8	1	4	1	3	3	6	6	12	9	3	3	7	0	2	2	9	3	6	0	5	7	4	7	6	4	4	3	0	1	0	1	3	0	0	0	1	0	2	0	0	2	3	0	5	0	1	2	1	0	1	0	2	0	0	0	1	1	1	2	1	1	5
6:34:09	37.0	0	2	0	0	6	2	5	1	0	1	3	1	4	3	2	2	0	3	0	3	5	1	0	0	2	5	6	4	2	7	7	8	1	5	5	2	2	1	7	2	4	8	9	7	5	5	4	0	2	5	4	5	7	7	9	8	6	2	0	0	0	2	2	0	2	0	1	3	2	2	4	2	1	1	2	2	2	3	3	0	1	0	1	2	2	0	0	4	4	0	0	0	0	1	3	0
6:39:09	37.0	3	3	1	4	4	1	0	2	1	3	5	0	0	0	2	4	1	5	3	0	2	0	1	6	0	6	3	8	7	3	0	7	7	6	2	5	2	5	6	2	5	8	5	4	7	5	1	3	2	5	6	4	7	6	6	2	3	3	2	1	2	1	2	0	0	2	0	0	4	0	5	1	3	3	0	2	2	3	0	0	5	2	2	1	5	0	4	0	1	0	1	1	1	1	1	2
6:44:09	37.0	3	0	3	4	3	3	1	1	3	2	0	1	6	2	0	0	2	1	5	3	3	2	3	1	0	6	3	3	5	4	6	5	4	6	3	0	0	6	7	9	6	10	8	5	4	7	1	2	0	4	7	5	8	8	7	7	4	3	0	3	4	0	2	2	3	3	3	1	0	2	3	2	0	0	2	2	2	0	0	0	3	1	0	3	4	1	1	1	0	1	3	2	7	0	2	3
6:49:09	37.0	0	3	0	2	4	0	3	2	2	3	1	2	3	1	0	5	0	2	1	5	0	2	4	0	1	8	4	9	5	3	8	5	3	8	3	2	2	4	5	4	5	9	10	5	3	6	1	1	2	0	2	5	3	2	6	4	6	7	0	0	0	1	2	2	3	1	3	3	1	0	0	1	0	0	1	1	3	5	3	2	1	1	3	2	2	1	4	3	1	0	2	5	0	1	0	1
6:54:09	37.1	4	1	2	0	4	0	0	4	0	2	0	2	0	2	0	4	3	1	0	1	0	1	1	4	1	4	4	7	3	6	9	5	6	2	5	0	0	8	4	5	3	12	6	5	4	6	0	1	2	5	9	8	4	7	8	3	7	6	5	3	3	2	3	0	4	3	0	2	3	2	2	0	0	1	1	1	4	3	2	0	0	1	3	0	4	0	1	5	0	2	2	3	1	2	0	6
6:59:09	37.0	1	0	2	2	5	1	0	3	3	6	0	2	1	2	0	3	3	2	2	0	0	4	4	0	3	7	5	8	10	5	7	7	7	4	1	0	1	5	4	4	4	14	6	2	6	6	0	1	2	7	6	5	6	7	8	3	5	7	2	0	2	0	0	1	4	1	2	1	2	2	1	1	3	2	2	4	5	2	1	1	0	1	0	3	0	4	1	3	0	2	1	2	3	3	4	3
7:04:09	37.0	2	3	0	1	2	4	0	2	5	2	0	1	2	0	1	0	1	0	3	2	0	1	1	4	2	7	6	5	9	8	10	4	8	5	0	1	1	7	3	3	6	5	6	3	8	9	0	3	0	6	3	5	7	5	8	5	4	5	1	0	2	4	1	0	0	5	3	0	2	1	7	2	3	4	1	0	1	1	0	3	4	0	3	0	1	2	0	1	0	0	2	1	0	1	2	2
7:09:09	37.0	3	0	0	1	2	0	1	0	1	4	3	1	1	0	0	4	1	1	1	3	1	6	1	6	0	5	6	5	2	7	5	12	7	5	3	3	6	6	7	5	4	8	4	8	3	5	5	3	1	6	6	6	6	10	6	3	5	8	3	1	1	0	1	2	6	2	2	0	0	3	4	0	3	4	2	1	2	4	2	2	0	0	2	1	0	1	1	1	2	1	4	2	4	4	0	4
7:14:09	37.0	0	0	2	0	1	3	2	1	2	2	0	0	1	0	1	1	0	3	0	2	1	4	3	4	5	4	3	8	5	7	8	8	4	5	4	4	3	6	5	5	3	9	4	7	2	6	3	0	3	4	7	2	3	7	8	5	7	6	1	0	0	2	3	2	0	1	0	0	2	1	0	3	0	1	3	1	1	2	1	0	1	4	3	0	0	5	0	0	2	0	0	0	0	2	2	0
7:19:09	37.0	2	3	0	0	2	3	4	2	3	2	3	2	3	2	2	1	1	6	0	3	1	5	0	1	0	6	8	4	9	8	3	6	2	7	0	0	0	3	4	2	8	7	8	7	3	8	0	0	3	4	2	5	6	5	8	8	7	2	2	1	0	1	1	0	3	2	2	1	1	0	2	2	1	3	0	1	3	0	0	3	2	1	3	0	0	5	0	1	2	1	1	2	3	3	3	2
7:24:09	37.0	0	0	4	0	0	1	2	0	1	5	5	2	1	5	1	2	2	3	0	0	4	0	1	1	2	3	5	4	7	9	4	8	8	6	3	0	4	5	3	6	5	11	4	4	4	3	0	2	1	5	1	4	3	9	4	7	8	5	5	3	3	2	3	5	3	4	0	0	3	0	0	0	1	2	1	0	0	2	4	1	4	0	4	0	4	2	0	5	0	1	3	0	0	1	3	0
7:29:09	37.0	2	2	1	1	0	1	3	1	0	0	1	0	0	5	0	2	4	2	2	0	2	0	1	1	5	7	4	7	4	4	8	8	4	9	0	1	4	2	4	4	3	12	5	5	7	6	1	1	2	2	8	3	2	8	8	8	7	6	5	2	1	2	1	0	4	5	3	1	0	2	1	3	3	2	2	0	5	3	2	1	1	4	3	0	2	1	0	1	1	0	0	3	2	3	0	0
7:34:09	37.0	2	6	3	0	0	3	1	0	0	0	2	6	0	1	4	0	2	1	1	3	1	1	3	1	4	4	8	3	7	8	5	7	8	9	1	5	2	4	6	6	7	8	4	10	2	5	1	5	2	5	4	8	5	8	6	5	7	7	2	1	5	4	2	3	1	0	2	1	1	0	1	1	3	3	1	1	3	2	3	3	4	0	1	1	0	2	3	0	1	3	3	1	3	0	3	3
7:39:09	37.0	0	4	3	0	4	3	3	3	0	0	0	3	0	2	0	0	0	1	2	2	1	0	2	3	3	6	4	4	7	9	6	7	7	5	0	3	2	8	3	5	6	11	6	6	7	6	3	1	3	6	5	7	5	6	8	8	5	9	0	2	2	1	2	0	4	3	0	0	0	1	2	3	2	3	2	1	1	1	0	5	4	3	0	2	0	2	3	2	0	1	3	5	3	3	1	4
7:44:09	37.0	0	1	2	0	0	5	2	2	1	2	2	2	2	3	1	2	0	3	1	0	3	3	0	0	0	7	6	5	5	7	4	8	5	9	0	0	4	5	3	4	7	7	5	7	5	3	1	0	0	6	6	7	7	7	7	3	5	8	1	1	3	5	0	1	4	2	2	0	1	1	0	3	2	3	1	1	5	3	0	1	1	0	1	2	5	3	0	3	5	1	3	2	2	1	3	1
7:49:09	37.0	0	1	1	3	1	0	1	1	2	0	2	3	2	3	0	3	4	2	2	0	0	1	1	0	3	3	2	8	9	5	7	5	8	7	1	3	4	4	4	5	5	9	4	5	7	3	4	3	2	2	4	1	5	7	7	4	7	7	2	1	3	1	2	3	6	0	2	3	0	1	2	4	2	2	4	0	1	1	0	0	0	0	4	0	4	0	2	2	2	2	2	2	2	3	0	1
7:54:09	37.0	2	1	3	5	3	0	2	1	0	5	2	0	0	1	1	0	1	2	0	0	3	1	0	0	1	4	8	6	7	9	8	7	7	7	0	4	3	3	4	2	7	7	6	3	5	7	0	3	0	4	3	2	5	7	9	5	2	8	2	0	3	4	0	1	0	3	2	2	5	3	6	2	0	0	2	3	3	2	0	2	4	3	0	3	2	1	2	7	2	1	3	3	3	0	3	1
7:59:09	37.0	6	4	4	5	0	0	2	0	2	2	0	1	2	2	3	5	4	0	1	4	4	2	1	2	1	5	8	6	5	10	6	9	10	10	4	0	6	2	3	5	6	7	4	3	2	4	2	5	4	4	2	5	7	6	3	4	7	11	2	2	2	0	0	2	0	2	1	3	0	4	1	5	2	3	0	0	0	1	4	5	1	1	0	2	1	2	2	4	4	0	2	1	3	2	0	3
8:04:09	37.0	0	1	0	3	2	0	2	4	0	0	2	2	5	2	1	3	3	0	2	4	4	3	4	3	2	6	5	3	8	9	7	6	5	5	3	3	1	4	4	6	6	10	6	4	3	6	3	0	2	2	6	7	5	9	6	3	5	7	3	0	1	3	1	4	0	2	2	2	0	2	0	0	1	2	0	4	0	1	1	2	1	1	1	1	4	2	4	0	2	0	2	0	0	0	3	4
8:09:09	37.0	1	1	3	1	2	2	0	0	0	6	6	1	0	3	2	1	3	0	0	6	4	0	3	0	0	5	8	3	8	8	6	7	7	8	1	1	0	6	2	6	5	10	4	4	4	3	3	1	2	4	3	6	8	8	6	4	9	3	0	2	0	0	1	2	0	1	2	0	0	1	4	1	4	0	0	1	5	3	2	5	2	3	5	1	4	1	3	0	2	1	4	0	2	2	2	2
8:14:09	37.0	2	1	0	1	2	3	2	1	1	2	1	0	4	0	5	3	1	0	1	3	2	2	1	1	2	4	7	9	7	10	10	9	9	6	2	2	0	5	7	2	7	11	5	5	10	5	0	1	0	6	4	3	8	11	8	6	12	8	0	5	5	0	3	0	2	0	0	0	1	4	0	3	1	0	2	0	1	2	4	2	0	1	3	0	0	3	2	4	0	1	2	6	0	0	5	3
8:19:09	37.0	0	0	3	3	3	0	1	3	1	3	0	3	0	2	1	0	0	1	4	0	4	0	0	2	1	5	5	4	9	6	8	10	8	6	2	3	4	5	0	3	5	12	5	6	8	3	1	3	3	5	5	1	6	7	10	4	6	4	0	0	0	5	2	1	3	0	5	2	1	1	1	1	1	2	4	1	0	3	1	1	4	2	2	2	0	0	0	0	0	2	0	0	2	3	0	3
8:24:09	37.0	0	0	0	3	0	1	0	1	2	5	1	1	3	3	2	2	2	1	3	6	3	2	2	7	4	4	7	7	6	9	7	8	6	6	2	2	3	6	4	2	6	9	3	4	6	2	2	2	0	2	4	3	5	6	5	6	9	4	0	3	2	4	2	2	0	3	3	3	4	0	3	1	0	1	1	3	1	1	0	5	2	2	1	4	3	4	0	2	4	0	1	1	1	0	2	3
8:29:09	37.0	0	0	0	1	1	1	1	0	4	3	4	2	0	0	3	2	2	1	3	0	4	2	2	1	2	6	7	11	4	7	7	12	9	6	0	1	1	2	5	6	9	10	7	6	3	6	0	0	3	7	1	5	7	8	4	5	4	5	0	0	1	2	0	3	1	0	5	0	0	2	0	2	1	1	1	2	2	0	0	0	5	3	0	4	1	3	0	1	4	0	0	0	5	1	1	0
8:34:09	37.0	0	0	0	1	0	0	0	1	1	2	2	2	3	2	3	0	3	3	2	1	0	0	1	2	3	6	8	6	6	9	10	11	6	10	4	3	2	6	6	3	6	8	8	8	5	4	2	1	0	5	2	3	7	7	6	5	2	5	1	0	2	0	0	3	5	3	2	5	0	1	2	0	1	4	3	2	0	1	2	4	0	2	0	1	2	3	1	1	3	0	2	0	0	1	3	0
8:39:09	37.0	0	1	1	1	1	4	2	4	1	4	3	1	2	2	1	2	4	1	4	2	2	2	0	4	5	4	6	5	9	8	10	8	6	8	1	3	0	2	6	7	9	11	4	3	5	4	1	2	0	3	3	4	4	6	7	9	1	2	2	0	3	0	2	2	0	0	0	3	0	1	2	0	4	2	3	1	4	3	1	0	4	5	3	0	3	1	1	2	1	3	5	0	4	2	1	1
8:44:09	37.0	0	2	4	1	3	1	0	3	0	2	0	0	3	4	1	0	0	2	4	1	7	0	4	0	1	9	8	5	10	8	6	9	6	8	3	1	2	6	5	7	6	8	4	3	5	2	0	2	3	3	4	5	6	8	8	6	3	4	1	2	6	0	3	1	1	2	4	2	3	4	2	0	4	1	1	0	0	1	1	1	3	0	0	2	4	5	0	0	0	1	4	0	2	1	3	0
8:49:09	37.0	1	2	0	0	0	3	1	1	1	2	3	2	2	0	2	1	0	3	0	1	2	7	3	3	3	3	4	5	8	9	10	8	7	8	1	2	4	2	8	7	4	8	10	5	7	5	1	1	4	6	4	8	5	9	5	6	6	8	4	0	2	2	3	2	0	2	7	3	2	0	1	0	0	1	3	0	0	3	4	3	0	4	0	0	0	3	3	0	0	1	0	0	0	3	0	2
8:54:09	37.0	6	1	2	4	0	1	0	2	3	4	1	1	1	0	0	2	2	3	4	1	4	3	1	1	2	3	6	7	11	10	7	9	9	9	3	0	0	5	0	2	5	8	3	4	7	6	0	2	1	5	6	1	5	5	8	2	8	6	1	3	0	0	0	0	4	0	1	1	3	3	2	1	2	3	2	2	0	4	4	2	2	6	3	3	0	3	0	0	0	1	5	5	8	3	3	0
8:59:09	37.0	3	4	1	5	0	1	4	2	0	1	1	4	0	0	5	3	5	0	4	0	2	1	0	0	3	6	8	7	11	5	10	5	9	9	2	3	0	5	6	3	9	5	5	6	4	7	2	0	1	6	7	3	8	6	5	7	4	5	1	6	0	4	0	3	1	4	1	3	3	1	0	3	2	2	3	3	1	0	3	6	0	2	1	1	3	0	0	1	2	2	5	0	2	2	0	1
9:04:09	37.0	3	0	2	3	3	0	0	4	1	0	0	5	3	6	1	2	2	0	0	1	2	5	3	1	2	9	3	5	9	10	7	8	7	12	0	2	1	3	3	6	5	11	5	7	4	6	6	0	2	5	4	2	8	8	7	2	6	1	0	2	4	0	0	0	0	3	0	4	1	0	5	3	2	1	0	2	0	2	7	0	4	3	2	3	1	3	0	3	2	1	1	0	0	4	4	4
9:09:09	37.0	2	2	4	0	0	3	4	0	2	1	2	0	0	1	3	2	1	0	2	0	2	5	2	2	0	4	6	4	8	11	6	6	8	5	3	5	1	6	6	3	6	8	7	4	4	4	0	0	1	5	4	4	3	5	6	7	8	4	4	0	1	0	2	3	2	2	5	5	0	2	1	1	3	3	2	0	3	0	4	1	1	0	3	6	0	0	1	0	1	2	1	1	1	0	0	2
9:14:09	37.0	1	0	0	3	2	2	0	4	4	0	4	0	0	3	2	1	3	4	0	3	2	0	0	2	0	6	5	3	9	9	8	8	10	8	3	1	2	4	7	2	6	8	4	6	7	3	1	0	5	6	3	5	7	9	9	7	7	7	0	0	2	2	3	3	2	2	0	2	3	0	0	3	0	4	3	1	4	1	0	1	3	3	4	2	3	1	0	0	2	0	1	0	3	1	1	1
9:19:09	37.0	1	0	2	5	0	2	1	0	1	0	4	1	1	3	2	8	0	4	1	2	3	0	3	2	2	7	6	8	6	7	9	9	7	12	2	0	0	3	7	5	7	10	6	6	5	3	2	1	4	6	1	2	2	8	6	5	5	3	1	0	0	0	1	1	1	2	0	3	0	3	2	2	0	0	0	0	2	3	1	3	0	0	0	0	1	1	0	1	3	0	0	3	0	3	3	0
9:24:09	37.0	1	0	2	2	1	0	3	0	0	0	0	3	3	5	1	1	0	3	1	1	3	0	2	0	3	1	2	4	8	6	11	12	13	9	0	8	0	4	3	4	7	9	5	3	7	6	0	2	5	4	1	2	5	6	9	3	5	4	0	0	1	2	3	1	2	1	0	0	0	1	5	3	7	0	0	4	3	0	2	0	4	4	2	1	1	0	2	0	1	3	5	5	4	1	0	1
9:29:09	37.0	0	3	1	2	2	0	2	0	0	3	0	4	0	0	2	2	0	1	0	3	0	0	3	2	0	7	7	8	11	11	10	10	10	11	1	5	2	4	6	2	6	9	6	5	6	5	3	0	6	2	1	6	6	8	11	4	8	8	3	0	2	5	1	0	0	3	2	2	0	4	2	3	0	2	0	0	0	0	0	0	0	2	1	1	1	2	2	4	3	2	5	3	0	1	0	3
9:34:09	37.0	1	2	0	0	3	1	2	0	0	2	2	1	2	4	2	4	4	0	3	2	0	2	0	0	0	6	10	9	10	7	10	10	8	11	1	4	5	5	9	5	6	7	6	4	4	8	2	1	4	1	3	6	3	8	5	6	4	7	1	1	3	2	3	3	1	2	3	4	0	2	1	2	0	0	1	0	3	0	0	0	0	3	1	5	7	4	4	1	3	0	4	1	0	1	0	0
9:39:09	37.0	0	1	1	1	0	4	0	4	1	3	0	1	3	0	0	2	3	2	0	0	2	3	0	3	0	5	7	7	10	10	11	12	6	12	3	2	5	5	3	6	5	8	7	6	2	3	4	1	0	2	4	4	5	8	8	6	10	4	2	3	0	4	1	0	0	0	0	5	4	4	1	3	0	0	2	6	5	1	4	4	1	0	4	1	5	0	3	2	1	1	0	4	1	1	5	0
9:44:09	37.0	1	3	2	0	0	0	4	3	0	0	1	0	2	5	0	5	1	1	0	1	4	1	3	0	3	3	6	6	10	8	10	13	10	9	0	2	1	4	1	4	1	6	6	6	7	5	0	3	0	8	5	3	7	7	8	4	4	6	0	4	4	1	1	4	2	2	2	2	1	0	0	3	3	3	3	4	2	3	2	3	1	0	1	0	0	4	3	2	2	3	0	4	2	1	2	0
9:49:09	37.0	2	2	3	0	1	1	1	3	2	1	0	3	3	1	1	2	0	0	1	0	0	2	3	0	1	3	4	4	9	7	10	9	8	6	0	3	1	5	1	4	6	9	6	6	5	7	3	0	0	4	2	3	5	10	7	3	5	4	0	6	0	2	3	3	0	4	3	4	0	1	0	1	2	0	4	1	1	3	0	0	0	0	2	0	2	2	0	4	1	1	0	1	0	3	0	2
9:54:09	37.0	0	2	1	5	0	1	4	2	1	0	2	3	1	1	2	3	0	2	0	0	2	2	0	0	1	7	5	8	9	12	10	10	9	14	1	1	2	4	4	4	7	8	3	3	4	7	1	1	1	8	7	4	6	6	3	7	4	7	2	4	5	4	3	1	2	0	3	2	0	6	0	4	1	1	0	0	3	5	1	1	0	4	5	4	3	3	2	1	0	0	2	2	6	2	2	1
9:59:09	37.0	5	2	2	2	3	3	0	0	2	0	0	3	2	3	0	0	0	1	0	1	0	4	0	4	2	7	7	6	11	10	12	9	14	10	6	0	2	5	3	8	5	11	6	5	4	8	5	2	0	4	3	4	4	8	10	6	5	3	3	1	0	0	4	2	0	4	0	0	3	0	3	0	0	2	0	0	0	0	2	3	1	1	2	2	3	0	1	0	2	1	2	0	0	1	3	1
10:04:09	37.0	3	3	3	2	1	1	0	0	3	0	6	3	0	0	5	3	2	3	0	0	2	3	1	4	1	3	6	3	8	10	11	13	9	11	5	5	1	4	1	6	6	15	5	6	3	8	0	0	3	4	4	6	2	9	8	6	9	6	3	0	0	1	3	0	3	5	2	1	3	3	1	0	2	0	3	0	3	1	0	0	2	1	0	3	1	2	1	0	0	0	4	0	2	1	1	3
10:09:09	37.0	2	1	0	1	0	0	0	2	2	1	1	0	0	4	3	1	2	4	3	4	0	3	0	1	1	5	8	8	11	10	12	11	13	12	0	2	3	6	4	3	8	10	5	7	4	3	0	2	0	6	3	7	2	7	5	5	8	4	0	2	0	1	0	0	4	5	0	1	1	0	0	1	2	3	0	3	0	3	1	1	0	2	0	1	4	5	3	2	3	0	1	3	1	1	0	2
10:14:09	37.0	0	0	3	1	0	0	0	0	0	0	2	2	0	4	0	1	0	2	4	0	0	2	2	2	1	4	4	7	16	6	14	8	13	15	0	0	0	7	7	4	6	12	7	7	6	7	3	2	0	8	4	8	7	7	8	6	9	7	2	3	0	2	0	0	3	1	6	1	2	3	1	0	2	1	0	3	2	4	1	3	2	1	0	4	0	4	3	2	4	5	3	1	5	0	1	0
10:19:09	37.0	1	3	5	3	1	1	0	0	0	1	0	2	2	1	1	3	0	2	0	1	1	1	4	1	4	5	9	3	14	12	9	9	10	10	0	4	3	4	7	4	7	12	3	3	3	4	2	5	2	7	6	4	4	7	7	10	6	9	1	3	2	4	3	0	3	3	0	1	0	1	1	0	1	2	5	4	4	0	5	5	3	1	2	0	3	0	2	0	1	0	0	0	0	2	3	0
10:24:09	37.0	1	1	2	2	0	0	1	0	3	2	0	3	1	0	0	2	1	3	3	2	0	3	2	0	2	6	6	7	12	13	11	8	11	16	2	0	1	3	5	5	5	7	8	5	5	4	2	0	4	3	4	4	6	9	4	4	7	6	0	3	1	4	1	1	1	1	2	2	2	5	0	0	0	4	0	3	0	1	0	1	1	3	3	0	3	3	1	2	3	3	3	1	1	0	2	0
10:29:09	37.0	0	2	4	0	4	0	0	2	2	0	3	1	0	3	1	1	3	3	0	0	0	0	3	7	3	5	6	8	8	10	13	11	12	15	0	4	5	8	7	8	4	7	8	5	8	5	1	1	4	3	8	9	6	6	7	5	4	8	2	2	1	0	1	0	0	0	1	1	2	1	1	3	0	3	6	2	0	0	2	0	1	1	0	2	0	2	1	1	3	0	3	2	3	3	0	1
10:34:09	37.0	1	1	1	1	4	3	0	2	3	0	1	3	2	0	6	4	0	3	4	3	1	2	0	2	0	6	7	5	12	10	8	10	14	14	0	2	2	5	2	7	5	10	5	6	3	2	5	3	3	5	2	1	6	6	9	6	2	5	0	0	1	3	5	0	5	4	2	1	3	3	3	0	0	2	2	1	1	1	4	2	4	0	3	0	3	0	2	1	2	0	0	0	0	5	2	2
10:39:09	37.0	2	1	0	3	2	1	5	2	3	3	0	0	0	2	0	2	0	2	0	0	2	0	2	0	0	8	9	7	12	10	12	11	12	14	0	0	2	4	4	4	7	13	4	6	8	4	0	2	0	7	6	5	6	9	8	7	7	4	0	2	0	0	0	0	2	1	1	1	5	2	1	3	1	0	0	1	2	5	0	2	0	1	0	0	5	4	0	0	2	0	0	5	0	1	2	1
10:44:09	37.0	0	4	0	2	0	0	1	2	1	0	3	0	2	1	3	3	3	2	7	0	2	4	4	4	2	10	8	10	11	13	12	13	10	14	5	5	0	8	6	8	6	9	7	6	7	7	1	0	2	8	5	8	5	8	7	3	5	7	0	8	1	0	2	2	1	0	3	0	0	5	0	0	1	4	0	3	0	1	0	0	1	2	0	4	1	0	1	5	2	0	0	2	1	1	0	0
10:49:09	37.0	1	4	1	1	1	0	2	2	0	1	4	2	2	3	1	2	0	0	0	1	2	3	1	3	5	7	10	5	15	10	11	6	12	13	1	3	3	4	5	4	4	12	6	7	5	3	0	2	1	4	6	6	7	6	5	7	6	5	2	1	2	0	0	3	0	4	2	0	0	3	0	2	1	1	0	0	0	1	2	5	2	4	1	3	0	2	3	0	3	2	2	2	0	1	2	3
10:54:09	37.0	3	1	4	2	3	0	1	0	2	0	2	3	3	2	2	2	3	1	2	0	0	0	0	2	0	7	7	3	15	10	12	13	12	13	3	0	3	7	5	7	7	10	7	8	5	9	1	0	6	7	6	2	8	6	8	7	3	4	0	4	1	2	0	1	4	1	4	2	3	1	2	0	2	1	4	2	2	3	3	1	3	0	1	2	0	1	0	3	0	0	0	3	1	0	0	0
10:59:09	37.0	1	1	1	0	2	1	3	2	0	2	0	1	2	2	1	3	4	1	0	1	0	0	1	0	0	7	6	6	13	13	12	13	13	15	4	3	2	4	6	8	5	7	7	9	6	6	0	2	4	3	4	3	4	6	5	5	6	3	0	1	0	0	2	2	2	1	0	5	3	2	3	1	8	2	3	1	2	5	2	2	2	1	2	0	3	1	4	3	2	3	0	2	0	4	3	0
11:04:09	37.0	2	5	0	1	0	1	0	1	4	1	3	4	0	2	3	4	2	0	1	5	6	2	0	2	1	10	5	8	17	12	10	9	12	15	0	4	4	6	3	5	6	11	4	8	4	5	3	3	1	8	7	6	2	7	9	7	4	5	0	3	0	0	1	2	1	0	3	4	0	5	2	2	4	3	3	1	0	2	0	6	1	2	1	1	0	0	0	4	0	1	0	5	3	3	2	1
11:09:09	37.0	4	0	1	4	3	3	2	0	0	0	5	0	0	3	1	0	4	1	1	1	1	0	1	1	1	6	7	4	16	12	11	14	12	14	1	1	0	3	4	3	6	9	8	8	6	8	1	0	1	8	6	3	7	9	5	6	5	9	4	1	6	0	1	4	2	3	1	0	4	2	0	0	2	4	0	0	3	3	1	0	1	0	0	0	2	1	6	2	6	1	1	1	2	3	2	0
11:14:09	37.0	2	0	3	0	3	5	2	2	2	3	1	3	4	0	1	0	1	4	6	0	3	1	0	0	1	7	1	6	11	14	18	11	14	16	1	0	1	6	5	4	8	7	3	7	7	2	3	4	2	6	5	7	6	7	10	7	5	7	0	3	3	1	0	1	3	0	2	3	0	2	4	1	0	2	2	2	4	0	4	1	0	1	0	0	0	0	6	1	0	2	1	2	3	2	0	1
11:19:09	37.0	0	1	0	3	0	0	0	1	0	0	0	3	5	2	3	2	1	1	0	2	3	0	0	4	2	8	5	7	13	14	12	17	9	13	0	2	1	3	4	3	6	9	4	8	8	7	5	4	1	5	3	7	7	7	7	3	9	7	2	1	3	3	4	0	5	2	2	0	0	1	2	4	0	4	1	1	3	0	1	0	2	1	3	3	0	0	4	2	0	0	2	1	1	2	0	0
11:24:09	37.0	2	4	0	2	2	1	0	3	4	2	3	0	0	0	1	0	4	2	2	2	0	1	2	2	2	9	7	10	12	12	12	14	12	15	0	2	4	9	7	3	8	4	8	4	10	7	3	0	1	6	6	7	3	9	8	2	7	6	0	3	2	0	4	4	1	0	0	0	1	3	6	3	4	2	2	0	5	2	4	0	2	0	3	0	2	0	3	2	0	1	3	2	0	0	4	0
11:29:09	37.0	1	1	5	2	3	2	1	1	1	5	2	1	2	0	2	3	3	3	0	2	0	0	2	2	0	7	10	9	11	14	14	16	14	17	4	0	1	6	9	7	2	11	5	10	7	6	3	6	1	5	4	8	7	10	6	6	9	6	0	0	3	1	1	0	0	1	4	1	3	2	3	0	2	3	6	1	0	1	3	1	0	2	1	4	0	2	3	3	0	3	0	1	4	0	4	4
11:34:09	37.0	3	2	5	4	3	4	1	0	5	3	4	1	1	2	1	0	0	0	1	5	0	1	2	1	0	5	4	7	14	16	15	13	13	15	2	0	2	7	4	6	5	7	6	9	2	7	4	0	3	4	6	5	8	6	11	9	8	4	3	5	2	3	0	3	0	2	1	2	4	2	2	2	3	2	4	1	0	0	1	0	2	0	0	0	0	1	2	2	0	3	3	0	0	3	2	2
11:39:09	37.0	0	2	0	1	1	4	2	1	2	3	1	6	5	0	1	0	0	2	1	2	1	3	0	4	1	7	5	9	10	8	15	14	13	15	1	1	1	10	6	3	5	8	8	5	5	8	0	0	1	9	5	3	3	9	9	4	7	7	3	0	0	0	5	0	0	2	0	5	2	0	2	1	3	0	1	1	0	2	0	3	0	3	0	0	0	4	3	3	1	3	1	3	3	4	2	2
