

Software Version	3.10.06



Experiment File Path:	C:\Users\yeung\OneDrive\Documents\Linus\mgz1_anitbiotics_01.03.23.xpt
Protocol File Path:	



Plate Number	Plate 1
Date	3/1/2023
Time	2:41:16 PM
Reader Type:	Synergy H1
Reader Serial Number:	1811261C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Eject plate on completion	
Set Temperature	Setpoint 37°C
	Preheat before moving to next step
Start Kinetic	Runtime 30:00:00 (HH:MM:SS), Interval 0:05:00, 361 Reads
    Shake	Double Orbital: Continuous
	Frequency: 807 cpm (1 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
    Read	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 579,  Emission: 616
	    Optics: Bottom,  Gain: 70
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 7 mm
End Kinetic	

Read 1:600

Time	T° Read 1:600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0:03:18	37.0	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.065	0.067	0.067	0.065	0.066	0.067	0.066	0.037	0.037	0.037	0.037	0.037	0.064	0.067	0.069	0.065	0.066	0.067	0.066	0.037	0.037	0.037	0.038	0.036	0.065	0.067	0.069	0.066	0.066	0.068	0.066	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
0:08:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.066	0.067	0.068	0.066	0.066	0.068	0.067	0.036	0.037	0.036	0.037	0.037	0.064	0.067	0.069	0.066	0.066	0.068	0.067	0.037	0.037	0.036	0.038	0.036	0.065	0.067	0.070	0.067	0.067	0.068	0.066	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
0:13:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.066	0.068	0.069	0.067	0.067	0.069	0.067	0.037	0.037	0.036	0.037	0.037	0.065	0.068	0.070	0.067	0.067	0.069	0.068	0.037	0.037	0.036	0.038	0.036	0.066	0.068	0.071	0.068	0.067	0.069	0.067	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.036	0.036	0.035	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037
0:18:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.068	0.069	0.070	0.069	0.068	0.071	0.068	0.037	0.037	0.037	0.037	0.037	0.067	0.069	0.072	0.069	0.068	0.071	0.068	0.037	0.037	0.036	0.038	0.036	0.068	0.069	0.073	0.070	0.069	0.071	0.067	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.036	0.036	0.035	0.036	0.037	0.036	0.036	0.037	0.035	0.036	0.037
0:23:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.070	0.071	0.073	0.071	0.070	0.074	0.069	0.037	0.037	0.037	0.037	0.037	0.070	0.071	0.074	0.071	0.070	0.074	0.070	0.037	0.037	0.036	0.038	0.037	0.071	0.071	0.076	0.073	0.070	0.074	0.069	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
0:28:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.073	0.073	0.076	0.074	0.072	0.076	0.070	0.037	0.037	0.037	0.037	0.037	0.072	0.073	0.077	0.074	0.072	0.076	0.071	0.037	0.037	0.036	0.038	0.036	0.073	0.072	0.079	0.075	0.072	0.077	0.070	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
0:33:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.076	0.076	0.079	0.077	0.074	0.079	0.072	0.037	0.037	0.037	0.037	0.037	0.075	0.075	0.080	0.077	0.075	0.079	0.073	0.037	0.037	0.036	0.038	0.036	0.077	0.075	0.083	0.079	0.074	0.080	0.072	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
0:38:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.080	0.078	0.083	0.080	0.076	0.082	0.074	0.037	0.037	0.037	0.037	0.037	0.079	0.078	0.084	0.081	0.078	0.083	0.075	0.037	0.037	0.036	0.038	0.036	0.081	0.077	0.086	0.082	0.077	0.083	0.074	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
0:43:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.084	0.081	0.087	0.085	0.079	0.086	0.077	0.037	0.037	0.037	0.037	0.037	0.084	0.081	0.089	0.086	0.081	0.087	0.078	0.037	0.037	0.036	0.038	0.037	0.085	0.080	0.091	0.086	0.080	0.087	0.077	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
0:48:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.090	0.085	0.092	0.090	0.082	0.091	0.079	0.036	0.037	0.036	0.037	0.037	0.089	0.084	0.094	0.091	0.084	0.091	0.081	0.037	0.037	0.036	0.038	0.036	0.090	0.083	0.096	0.091	0.083	0.091	0.080	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
0:53:18	37.1	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.096	0.088	0.098	0.096	0.085	0.097	0.083	0.036	0.037	0.037	0.037	0.037	0.096	0.087	0.101	0.097	0.088	0.097	0.083	0.037	0.037	0.036	0.038	0.037	0.096	0.086	0.102	0.097	0.086	0.097	0.082	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
0:58:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.103	0.093	0.104	0.104	0.090	0.103	0.086	0.037	0.037	0.037	0.037	0.037	0.103	0.092	0.107	0.105	0.092	0.103	0.087	0.037	0.037	0.036	0.038	0.036	0.103	0.090	0.108	0.104	0.091	0.103	0.086	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:03:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.112	0.098	0.112	0.112	0.095	0.111	0.090	0.037	0.037	0.037	0.037	0.037	0.111	0.096	0.115	0.114	0.098	0.111	0.091	0.037	0.037	0.036	0.038	0.037	0.112	0.095	0.117	0.112	0.096	0.110	0.089	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:08:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.035	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.121	0.103	0.121	0.122	0.101	0.119	0.094	0.037	0.037	0.037	0.037	0.037	0.120	0.102	0.124	0.124	0.103	0.119	0.095	0.037	0.037	0.036	0.038	0.036	0.121	0.102	0.125	0.122	0.102	0.118	0.093	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
1:13:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.132	0.109	0.131	0.133	0.106	0.129	0.098	0.037	0.037	0.037	0.037	0.037	0.131	0.108	0.134	0.135	0.110	0.129	0.100	0.037	0.037	0.036	0.038	0.037	0.132	0.108	0.136	0.133	0.108	0.127	0.098	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:18:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.143	0.117	0.142	0.146	0.114	0.140	0.102	0.037	0.037	0.037	0.037	0.037	0.143	0.115	0.146	0.148	0.117	0.140	0.105	0.037	0.037	0.036	0.038	0.037	0.143	0.115	0.146	0.145	0.115	0.138	0.103	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:23:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.157	0.125	0.155	0.160	0.122	0.152	0.108	0.037	0.037	0.037	0.037	0.037	0.157	0.123	0.159	0.163	0.126	0.152	0.110	0.037	0.037	0.036	0.038	0.037	0.157	0.121	0.160	0.158	0.123	0.150	0.108	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:28:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.173	0.134	0.169	0.177	0.132	0.167	0.114	0.036	0.037	0.037	0.037	0.037	0.173	0.133	0.174	0.180	0.136	0.167	0.116	0.037	0.037	0.036	0.038	0.036	0.173	0.131	0.174	0.175	0.132	0.164	0.114	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:33:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.192	0.144	0.187	0.196	0.142	0.184	0.120	0.037	0.037	0.036	0.037	0.037	0.191	0.142	0.191	0.200	0.147	0.182	0.123	0.037	0.037	0.036	0.038	0.036	0.190	0.141	0.191	0.193	0.143	0.180	0.120	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:38:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.213	0.156	0.205	0.217	0.154	0.201	0.127	0.037	0.037	0.037	0.037	0.037	0.211	0.153	0.210	0.222	0.160	0.201	0.130	0.037	0.037	0.036	0.038	0.037	0.211	0.150	0.210	0.214	0.155	0.198	0.128	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.039	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:43:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.228	0.170	0.225	0.233	0.168	0.222	0.135	0.037	0.037	0.036	0.037	0.037	0.227	0.167	0.230	0.238	0.175	0.221	0.139	0.037	0.037	0.036	0.038	0.037	0.227	0.164	0.230	0.231	0.169	0.217	0.136	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
1:48:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.250	0.184	0.248	0.257	0.185	0.246	0.146	0.037	0.037	0.036	0.037	0.037	0.249	0.182	0.254	0.263	0.192	0.244	0.149	0.037	0.037	0.036	0.038	0.036	0.247	0.176	0.253	0.251	0.185	0.239	0.146	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:53:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.273	0.202	0.273	0.278	0.203	0.272	0.156	0.037	0.037	0.037	0.037	0.037	0.272	0.198	0.282	0.285	0.211	0.270	0.159	0.037	0.037	0.036	0.038	0.037	0.271	0.193	0.279	0.275	0.202	0.265	0.158	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
1:58:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.294	0.220	0.291	0.299	0.221	0.291	0.169	0.037	0.037	0.037	0.037	0.037	0.293	0.215	0.300	0.305	0.231	0.288	0.172	0.037	0.037	0.036	0.038	0.037	0.289	0.207	0.298	0.295	0.222	0.283	0.179	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
2:03:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.316	0.241	0.316	0.322	0.246	0.317	0.187	0.037	0.037	0.036	0.037	0.037	0.317	0.236	0.326	0.328	0.257	0.312	0.188	0.037	0.037	0.036	0.038	0.036	0.310	0.226	0.321	0.316	0.246	0.304	0.175	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
2:08:18	37.1	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.340	0.263	0.341	0.343	0.267	0.346	0.210	0.037	0.037	0.037	0.037	0.037	0.343	0.256	0.354	0.350	0.281	0.339	0.212	0.037	0.037	0.036	0.038	0.036	0.332	0.247	0.346	0.327	0.270	0.331	0.184	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
2:13:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.363	0.279	0.366	0.360	0.286	0.376	0.222	0.037	0.037	0.037	0.037	0.037	0.365	0.273	0.380	0.372	0.302	0.367	0.240	0.037	0.037	0.036	0.038	0.036	0.355	0.265	0.369	0.360	0.289	0.358	0.184	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
2:18:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.378	0.300	0.388	0.378	0.309	0.404	0.217	0.037	0.037	0.037	0.037	0.037	0.385	0.294	0.404	0.390	0.328	0.395	0.223	0.037	0.037	0.036	0.038	0.036	0.375	0.283	0.392	0.378	0.312	0.383	0.180	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.037	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
2:23:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.404	0.325	0.408	0.414	0.341	0.433	0.222	0.036	0.037	0.037	0.037	0.037	0.411	0.318	0.427	0.425	0.360	0.420	0.229	0.037	0.037	0.036	0.038	0.036	0.409	0.303	0.412	0.375	0.343	0.408	0.182	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.041	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
2:28:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.428	0.350	0.428	0.431	0.373	0.460	0.230	0.037	0.037	0.037	0.037	0.037	0.436	0.342	0.448	0.444	0.394	0.446	0.239	0.037	0.037	0.036	0.038	0.037	0.435	0.326	0.431	0.377	0.374	0.432	0.186	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.035	0.036	0.037
2:33:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.446	0.372	0.450	0.458	0.401	0.484	0.243	0.037	0.037	0.037	0.037	0.037	0.454	0.362	0.469	0.454	0.425	0.472	0.250	0.037	0.037	0.036	0.038	0.036	0.451	0.349	0.451	0.387	0.405	0.457	0.191	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
2:38:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.465	0.391	0.475	0.468	0.424	0.521	0.245	0.037	0.037	0.037	0.037	0.037	0.470	0.382	0.498	0.474	0.451	0.505	0.259	0.037	0.037	0.036	0.038	0.037	0.467	0.367	0.474	0.386	0.432	0.487	0.193	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.035	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
2:43:18	37.0	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.036	0.035	0.037	0.038	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.037	0.036	0.037	0.477	0.414	0.502	0.482	0.451	0.550	0.237	0.037	0.037	0.037	0.037	0.037	0.483	0.400	0.523	0.493	0.477	0.534	0.255	0.037	0.037	0.036	0.038	0.037	0.481	0.388	0.503	0.366	0.461	0.522	0.183	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.035	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036	0.036	0.035	0.036	0.037	0.037	0.036	0.037	0.036	0.036	0.037
