

Software Version	3.09.07



Experiment File Path:	C:\Users\bccl-thinkstation\Documents\aqib\platereader\11.9.22_neo2.xpt
Protocol File Path:	



Plate Number	Plate 1
Date	11/9/2022
Time	11:52:43 AM
Reader Type:	Synergy Neo2
Reader Serial Number:	1903282
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 28:00:00 (HH:MM:SS), Interval 0:05:00, 337 Reads
    Shake	Double Orbital: Continuous
	Frequency: 807 cpm (1 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 50 msec,  Measurements/Data Point: 8
    Read	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 579/10,  Emission: 616/20
	    Optics: Top,  Gain: 70
	Light Source: Xenon Flash,  Lamp Energy: Low,  Standard Dynamic Range
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 10
	Read Height: 4.5 mm
End Kinetic	

Read 1:600

Time	T° Read 1:600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0:04:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.036	0.036	0.037	0.036	0.035	0.037	0.037	0.036	0.036	0.038	0.036	0.037	0.035	0.037	0.037	0.068	0.068	0.068	0.061	0.061	0.062	0.037	0.036	0.037	0.037	0.037	0.037	0.070	0.069	0.069	0.062	0.063	0.062	0.037	0.038	0.037	0.035	0.037	0.037	0.070	0.069	0.057	0.063	0.063	0.063	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
0:09:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.037	0.069	0.069	0.069	0.062	0.062	0.062	0.037	0.036	0.036	0.037	0.037	0.037	0.071	0.070	0.070	0.062	0.064	0.062	0.037	0.038	0.037	0.035	0.037	0.037	0.071	0.070	0.059	0.063	0.064	0.064	0.037	0.038	0.036	0.036	0.038	0.037	0.037	0.035	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
0:14:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.036	0.036	0.037	0.036	0.035	0.037	0.037	0.036	0.036	0.037	0.036	0.037	0.035	0.037	0.037	0.070	0.070	0.070	0.062	0.063	0.063	0.037	0.036	0.037	0.037	0.037	0.037	0.072	0.071	0.071	0.063	0.065	0.063	0.037	0.038	0.037	0.035	0.037	0.037	0.073	0.072	0.060	0.063	0.064	0.064	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.035	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
0:19:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.036	0.037	0.037	0.037	0.035	0.037	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.037	0.037	0.071	0.072	0.071	0.064	0.064	0.064	0.037	0.036	0.036	0.037	0.037	0.037	0.074	0.073	0.073	0.065	0.066	0.065	0.037	0.038	0.037	0.035	0.037	0.037	0.075	0.074	0.061	0.065	0.066	0.065	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.035	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.039	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
0:24:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.036	0.037	0.037	0.036	0.035	0.038	0.037	0.036	0.037	0.037	0.036	0.037	0.035	0.037	0.037	0.073	0.073	0.074	0.066	0.065	0.066	0.037	0.036	0.037	0.037	0.037	0.037	0.077	0.076	0.075	0.066	0.067	0.066	0.037	0.038	0.037	0.035	0.037	0.037	0.077	0.076	0.063	0.066	0.067	0.067	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.035	0.035	0.036	0.035	0.038	0.038	0.037	0.037	0.036	0.040	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.036	0.036
0:29:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.076	0.076	0.076	0.068	0.067	0.068	0.037	0.036	0.037	0.037	0.038	0.037	0.080	0.079	0.078	0.068	0.070	0.068	0.037	0.038	0.037	0.035	0.037	0.037	0.080	0.080	0.065	0.068	0.069	0.069	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.040	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
0:34:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.036	0.036	0.037	0.036	0.035	0.038	0.037	0.036	0.036	0.037	0.036	0.037	0.035	0.037	0.037	0.079	0.080	0.080	0.070	0.069	0.070	0.037	0.036	0.036	0.037	0.037	0.037	0.084	0.084	0.083	0.070	0.072	0.070	0.037	0.038	0.037	0.035	0.037	0.037	0.084	0.084	0.069	0.071	0.071	0.071	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.036	0.035	0.036	0.035	0.038	0.038	0.037	0.037	0.036	0.040	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
0:39:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.036	0.036	0.037	0.036	0.035	0.038	0.036	0.037	0.036	0.037	0.036	0.037	0.035	0.037	0.037	0.084	0.084	0.084	0.072	0.072	0.072	0.037	0.036	0.036	0.037	0.037	0.037	0.090	0.090	0.090	0.073	0.075	0.073	0.037	0.038	0.037	0.035	0.037	0.037	0.091	0.090	0.073	0.073	0.074	0.074	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.041	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
0:44:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.036	0.037	0.037	0.038	0.036	0.037	0.035	0.037	0.037	0.090	0.090	0.090	0.076	0.075	0.076	0.037	0.036	0.036	0.037	0.037	0.037	0.098	0.097	0.098	0.077	0.079	0.077	0.036	0.038	0.037	0.035	0.037	0.037	0.099	0.099	0.079	0.077	0.079	0.077	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.038	0.037	0.037	0.036	0.041	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
0:49:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.037	0.036	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.097	0.097	0.097	0.081	0.080	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.107	0.107	0.108	0.083	0.085	0.083	0.037	0.038	0.037	0.035	0.037	0.037	0.107	0.107	0.084	0.082	0.084	0.083	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.042	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.037	0.036
0:54:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.105	0.105	0.105	0.087	0.085	0.086	0.037	0.036	0.036	0.037	0.038	0.037	0.117	0.116	0.117	0.089	0.091	0.089	0.037	0.038	0.037	0.035	0.037	0.037	0.117	0.117	0.090	0.089	0.090	0.089	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.042	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
0:59:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.113	0.113	0.114	0.093	0.091	0.092	0.037	0.036	0.036	0.037	0.037	0.037	0.127	0.127	0.128	0.096	0.098	0.097	0.037	0.038	0.037	0.035	0.037	0.037	0.128	0.128	0.098	0.096	0.097	0.096	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.042	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.036
1:04:08	36.9	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.037	0.037	0.036	0.037	0.036	0.037	0.035	0.038	0.037	0.123	0.122	0.123	0.100	0.098	0.099	0.037	0.036	0.036	0.037	0.037	0.037	0.139	0.139	0.140	0.106	0.108	0.104	0.037	0.038	0.037	0.035	0.037	0.037	0.140	0.140	0.106	0.104	0.106	0.104	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.043	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.037	0.036	0.037	0.036	0.036
1:09:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.036	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.134	0.132	0.134	0.108	0.107	0.108	0.037	0.036	0.036	0.037	0.037	0.037	0.150	0.151	0.154	0.115	0.118	0.116	0.037	0.038	0.037	0.035	0.037	0.037	0.152	0.152	0.116	0.114	0.117	0.113	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.043	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.036	0.036
1:14:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.037	0.036	0.037	0.035	0.038	0.037	0.146	0.144	0.146	0.117	0.116	0.117	0.037	0.036	0.036	0.037	0.037	0.037	0.165	0.164	0.167	0.127	0.130	0.127	0.037	0.038	0.037	0.035	0.037	0.037	0.165	0.167	0.126	0.125	0.129	0.125	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.043	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.037	0.036
1:19:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.160	0.157	0.162	0.129	0.127	0.128	0.037	0.036	0.036	0.037	0.037	0.037	0.181	0.182	0.185	0.136	0.141	0.138	0.037	0.038	0.037	0.035	0.037	0.037	0.182	0.184	0.134	0.133	0.138	0.135	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.043	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.037	0.036
1:24:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.176	0.173	0.177	0.140	0.139	0.140	0.037	0.036	0.037	0.037	0.038	0.037	0.201	0.203	0.205	0.155	0.158	0.155	0.037	0.038	0.037	0.035	0.037	0.037	0.200	0.204	0.147	0.149	0.156	0.151	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.036	0.035	0.038	0.038	0.037	0.037	0.036	0.043	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.037	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
1:29:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.036	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.192	0.190	0.194	0.153	0.152	0.154	0.037	0.036	0.036	0.037	0.038	0.037	0.218	0.219	0.224	0.170	0.174	0.171	0.037	0.038	0.037	0.035	0.037	0.037	0.217	0.222	0.159	0.164	0.171	0.166	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.036	0.038	0.038	0.037	0.037	0.036	0.044	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.036	0.036
1:34:08	37.0	0.036	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.213	0.211	0.215	0.168	0.168	0.170	0.037	0.036	0.037	0.037	0.037	0.037	0.235	0.234	0.235	0.186	0.192	0.188	0.037	0.038	0.037	0.035	0.037	0.037	0.234	0.236	0.168	0.179	0.185	0.181	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.036	0.035	0.038	0.038	0.037	0.037	0.036	0.044	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.038	0.037	0.038	0.036	0.037	0.037	0.036
1:39:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.232	0.231	0.236	0.184	0.184	0.186	0.037	0.036	0.036	0.037	0.037	0.037	0.241	0.238	0.239	0.208	0.213	0.211	0.037	0.038	0.037	0.035	0.037	0.037	0.235	0.238	0.160	0.201	0.206	0.201	0.037	0.038	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.044	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
1:44:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.255	0.252	0.257	0.205	0.205	0.208	0.037	0.036	0.037	0.037	0.038	0.037	0.239	0.232	0.241	0.234	0.240	0.240	0.037	0.038	0.037	0.035	0.037	0.037	0.232	0.223	0.158	0.229	0.233	0.229	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.044	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.036	0.036
1:49:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.268	0.266	0.272	0.224	0.223	0.226	0.037	0.036	0.036	0.037	0.037	0.037	0.184	0.193	0.189	0.256	0.257	0.256	0.037	0.037	0.037	0.035	0.037	0.037	0.209	0.201	0.144	0.254	0.258	0.252	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.044	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.038	0.037	0.038	0.036	0.037	0.036	0.036
1:54:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.037	0.037	0.289	0.289	0.296	0.250	0.249	0.252	0.037	0.036	0.036	0.037	0.037	0.037	0.186	0.174	0.168	0.272	0.277	0.269	0.037	0.038	0.037	0.035	0.037	0.037	0.169	0.174	0.135	0.270	0.268	0.274	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.036	0.035	0.038	0.038	0.037	0.037	0.036	0.044	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
1:59:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.036	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.319	0.318	0.328	0.266	0.263	0.267	0.037	0.036	0.036	0.037	0.038	0.037	0.174	0.170	0.178	0.270	0.271	0.269	0.037	0.038	0.037	0.035	0.037	0.037	0.158	0.172	0.133	0.277	0.268	0.286	0.037	0.038	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.036	0.035	0.037	0.038	0.037	0.037	0.036	0.044	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.037	0.036
2:04:08	37.0	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.353	0.350	0.362	0.285	0.283	0.286	0.037	0.036	0.037	0.037	0.037	0.037	0.182	0.180	0.168	0.266	0.232	0.217	0.037	0.038	0.037	0.035	0.037	0.037	0.172	0.167	0.134	0.249	0.227	0.247	0.037	0.038	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.036	0.035	0.038	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.036	0.036
2:09:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.386	0.381	0.395	0.313	0.311	0.314	0.037	0.036	0.037	0.037	0.038	0.037	0.181	0.166	0.175	0.214	0.210	0.201	0.037	0.038	0.037	0.035	0.037	0.037	0.165	0.180	0.132	0.232	0.202	0.218	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.036	0.036
2:14:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.036	0.036	0.037	0.036	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.037	0.037	0.409	0.402	0.416	0.346	0.344	0.347	0.037	0.036	0.036	0.037	0.037	0.037	0.160	0.166	0.164	0.241	0.217	0.213	0.037	0.038	0.037	0.035	0.037	0.037	0.163	0.155	0.122	0.227	0.227	0.210	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.037	0.036
2:19:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.036	0.037	0.037	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.436	0.435	0.450	0.380	0.379	0.383	0.037	0.036	0.036	0.037	0.038	0.037	0.153	0.137	0.139	0.210	0.221	0.220	0.037	0.038	0.037	0.035	0.037	0.037	0.142	0.131	0.113	0.226	0.217	0.227	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.036	0.036
2:24:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.037	0.036	0.037	0.035	0.038	0.037	0.463	0.471	0.484	0.406	0.404	0.409	0.037	0.036	0.036	0.037	0.038	0.037	0.142	0.127	0.127	0.235	0.220	0.194	0.037	0.038	0.037	0.035	0.037	0.037	0.131	0.125	0.104	0.221	0.224	0.207	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
2:29:08	37.0	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.037	0.037	0.495	0.505	0.524	0.428	0.430	0.438	0.037	0.036	0.036	0.037	0.037	0.037	0.134	0.118	0.120	0.178	0.198	0.201	0.036	0.038	0.037	0.035	0.037	0.037	0.114	0.123	0.094	0.215	0.194	0.239	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.036	0.037	0.037	0.038	0.036	0.037	0.036	0.036
2:34:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.036	0.037	0.037	0.035	0.038	0.037	0.037	0.037	0.038	0.036	0.037	0.035	0.038	0.037	0.530	0.539	0.555	0.459	0.484	0.494	0.037	0.036	0.036	0.037	0.038	0.037	0.119	0.118	0.120	0.207	0.194	0.192	0.037	0.038	0.037	0.035	0.037	0.037	0.115	0.118	0.092	0.211	0.205	0.200	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.037	0.036
2:39:08	37.0	0.036	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.035	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.555	0.558	0.578	0.514	0.530	0.541	0.037	0.036	0.037	0.037	0.038	0.037	0.118	0.113	0.113	0.174	0.198	0.182	0.037	0.038	0.037	0.035	0.037	0.038	0.107	0.111	0.088	0.191	0.184	0.183	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.037	0.038	0.037	0.037	0.036	0.046	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.036	0.036
2:44:08	36.9	0.036	0.036	0.037	0.036	0.036	0.037	0.037	0.037	0.035	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.038	0.036	0.037	0.035	0.038	0.037	0.594	0.594	0.625	0.527	0.528	0.532	0.037	0.036	0.037	0.037	0.037	0.037	0.117	0.114	0.112	0.196	0.179	0.164	0.037	0.038	0.037	0.035	0.037	0.037	0.113	0.114	0.086	0.204	0.190	0.182	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.036	0.035	0.035	0.035	0.038	0.038	0.037	0.037	0.036	0.045	0.037	0.037	0.036	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.036	0.037	0.037	0.036
